Constituent_ID,Age,Gender,Income,Assigned_Solicitors_Date,Assigned_Fundraiser,Assigned_Solicitors_Date_1,Assigned_Fundraiser_1,Sign_Up_Amount,Frequency,Sign_Up_Date,Current_Status,Status.Indicator,Fund,First_Gift_Date,First_Gift_Amount,Last_Gift_Date,Last_Gift_Amount,Saved,Saved_Date,Upgrade,Upgrade_Response,Upgrade2,Upgrade_Date,Upgrade_Response_1,Upgrade_1,Upgrade_Date_1,Cancellation,Cancellation Date,Cancellation_1,Cancellation Date_1,Total_Number_Of_Gifts,Total_Gift_Amount,DDD,DD_Dishonored,Dishonored_Date,CCC,Ccard_chargeback,Chargeback_Date,Times,Sign Up times,Sign Up times_1,Sign Up times_2,Sign Up times_3,Sign Up times_4,DDDown,IF DD Downgrade,IF DD Downgrade_1
1251473,39,Male,48300,20/08/2015,Saver,5/08/2015,Telefundraiser,8,MONTHLY GIVING,7/08/2015,Terminated,0,RN-AUTO2015S,,0,,0,1,20/08/2015,0,,,,,,,Cancel Recurring Donation,28/09/2015,,,22,260,0,,,0,,,2,28/06/2000,7/08/2015,,,,0,,
1252133,47,Male,53300,26/08/2015,Telefundraiser,4/07/2000,Frontliner,26,MONTHLY GIVING,7/08/2015,Terminated,0,AQ-PHONE2015,26/08/2015,26,7/01/2016,26,0,,0,,UTM1512,31/12/2015,,,,Cancel Recurring Donation,19/01/2016,,,16,756,0,,,0,,,2,4/07/2000,7/08/2015,,,,0,,
1252319,46,Female,72500,28/10/2015,Telefundraiser,24/08/2015,Telefundraiser,56,MONTHLY GIVING,7/08/2015,Active,1,AQ-MDP2015; AQ-PHONE2015,24/08/2015,26,9/05/2016,56,0,,0,,,,,,,,,,,153,2176,0,,,0,,,2,7/07/2000,7/08/2015,,,,0,,
1252341,61,Female,0,29/10/2015,Telefundraiser,3/12/2014,Telefundraiser,100,ANNUAL GIVING,7/11/2015,Active,1,MISCINC2015,9/11/2015,100,9/11/2015,100,0,,0,,,,,,,,,,,14,1500,0,,,1,Ccard chargeback,7/10/2014,2,21/07/2000,7/11/2015,,,,0,,
1256546,46,Male,55000,10/11/2015,Telefundraiser,5/09/2000,Frontliner,30,MONTHLY GIVING,7/11/2015,Held,1,AQ-PHONE2015,7/12/2015,30,9/03/2016,30,0,,0,,,,,,,,,,,16,340,0,,,0,,,2,6/09/2000,7/11/2015,,,,0,,
1257374,35,Male,21300,20/08/2015,Telefundraiser,26/09/2000,Frontliner,90,MONTHLY GIVING,7/08/2015,Held,1,AQ-PHONE2015,,0,,0,0,,0,,,,,,,,,,,83,1245,0,,,1,Ccard chargeback,26/08/2015,2,26/09/2000,7/08/2015,,,,0,,
1262980,44,Male,100000,12/11/2015,Telefundraiser,3/02/2001,Frontliner,60,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015,12/11/2015,60,9/05/2016,60,0,,0,,,,,,,,,,,17,1180,0,,,0,,,2,3/02/2001,7/11/2015,,,,0,,
1263129,43,Female,85000,8/12/2015,Saver,11/11/2015,Canvasser,8,MONTHLY GIVING,7/11/2015,Terminated,0,RN-AUTO2015S,11/11/2015,25,7/03/2016,8,1,8/12/2015,0,,,,,,,Cancel Recurring Donation,17/03/2016,,,8,104,0,,,0,,,2,7/02/2001,7/11/2015,,,,0,,
1264090,65,Female,0,19/11/2015,Telefundraiser,23/04/2008,Telefundraiser,75,MONTHLY GIVING,7/11/2015,Active,1,AQ-MDP2016; AQ-PHONE2015,19/11/2015,50,9/05/2016,50,0,,0,,,,,,,,,,,114,2560,0,,,0,,,3,7/03/2001,21/01/2003,7/11/2015,,,0,,
1265175,52,Male,27500,5/04/2016,Saver,18/02/2016,Telefundraiser,6,MONTHLY GIVING,7/03/2016,Terminated,0,RN-AUTO2016S,9/03/2016,40,9/03/2016,40,1,5/04/2016,0,,,,,,,,,,,5,80,0,,,0,,,2,28/03/2001,7/03/2016,,,,0,,
1265204,52,Female,89300,18/11/2015,Telefundraiser,,,30,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015,18/11/2015,30,9/05/2016,30,0,,0,,,,,,,,,,,19,990,0,,,0,,,3,27/03/2001,25/12/2004,7/11/2015,,,0,,
1267841,37,Female,0,3/03/2016,Telefundraiser,8/12/2011,Canvasser,26,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016L,3/03/2016,26,9/05/2016,26,0,,0,TM-System Unavailable,UTM1605,31/05/2016,,,,,,,,44,934,0,,,1,Ccard chargeback,8/12/2014,2,7/01/2012,7/03/2016,,,,0,,
1272560,69,Male,71000,8/03/2016,Telefundraiser,27/09/2001,Frontliner,26,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,8/03/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,14,834,0,,,0,,,2,27/09/2001,7/03/2016,,,,0,,
1273929,75,Female,28800,8/03/2016,Telefundraiser,3/03/2005,Telefundraiser,60,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,8/03/2016,60,9/05/2016,60,0,,0,,,,,,,,,,,39,840,0,,,0,,,2,13/11/2001,7/03/2016,,,,0,,
1274710,36,Male,92500,,WEB,,,35,MONTHLY GIVING,7/11/2015,Active,1,AQ-WEB2015,13/11/2015,35,9/05/2016,35,0,,0,,,,,,,,,,,13,455,0,,,0,,,1,7/11/2015,,,,,0,,
1276376,47,Male,0,31/03/2016,Telefundraiser,28/07/2009,Canvasser,5,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,13/04/2016,5,9/05/2016,5,0,,0,,,,,,,,,,,26,185,0,,,0,,,2,20/03/2002,7/03/2016,,,,0,,
1277390,58,Female,0,17/03/2016,Telefundraiser,29/04/2015,Telefundraiser,25,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016L,8/06/2015,25,9/05/2016,25,0,,0,,UTM1512,31/12/2015,,,,,,,,174,3450,0,,,0,,,2,7/04/2002,7/03/2016,,,,0,,
1278231,50,Female,0,3/03/2016,Telefundraiser,12/08/2013,Telefundraiser,46,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016; RN-AUTO2016,23/03/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,82,659,0,,,0,,,2,7/04/2002,7/03/2016,,,,0,,
1278489,48,Female,60000,10/05/2016,Telefundraiser,11/11/2015,Telefundraiser,42,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015; RN-AUTO2016,11/12/2015,26,12/05/2016,26,0,,1,TM-Yes,UTM1604,10/05/2016,,,,,,,,24,447,0,,,0,,,2,7/04/2002,7/11/2015,,,,0,,
1279966,33,Female,0,,WEB,,,15,MONTHLY GIVING,7/03/2016,Held,1,AQ-WEB2016,8/06/2015,15,9/05/2016,15,0,,0,TM-System Unavailable,UTM1510,18/11/2015,,,,Cancel Recurring Donation,9/11/2015,,,74,1455,0,,,1,Ccard chargeback,7/09/2015,2,7/06/2003,7/03/2016,,,,0,,
1282214,43,Female,0,18/03/2016,Telefundraiser,22/06/2002,Frontliner,30,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,18/03/2016,30,9/05/2016,30,0,,0,,,,,,,,,,,10,330,0,,,0,,,2,25/07/2002,7/03/2016,,,,0,,
1283374,42,Female,0,8/03/2016,Canvasser,16/08/2002,Frontliner,25,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016S,8/03/2016,25,9/05/2016,25,0,,0,,,,,,,,,,,7,175,0,,,0,,,2,7/10/2002,7/03/2016,,,,0,,
1283621,51,Female,45000,17/11/2015,Telefundraiser,4/09/2002,Frontliner,26,MONTHLY GIVING,7/11/2015,Terminated,0,AQ-PHONE2015,17/11/2015,26,7/04/2016,26,0,,0,TM-Not Interested,UTM1603,21/03/2016,,,,Cancel Recurring Donation,2/05/2016,,,45,351,0,,,0,,,2,25/09/2002,7/11/2015,,,,0,,
1283900,32,Female,0,16/03/2016,Canvasser,20/09/2002,Frontliner,35,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-DDC2016,30/03/2016,35,7/04/2016,35,0,,0,,,,,,,,,,,2,70,0,,,0,,,2,7/11/2002,7/03/2016,,,,0,,
1284477,38,Female,62500,12/11/2015,Canvasser,8/05/2013,Saver,30,MONTHLY GIVING,7/11/2015,Terminated,0,AQ-DDC2015,2/12/2015,30,9/02/2016,30,0,,0,,,,,,,Cancel Recurring Donation,11/02/2016,,,11,215,0,,,0,,,2,7/11/2002,7/11/2015,,,,0,,
1285280,43,Female,60000,6/08/2015,Telefundraiser,14/11/2002,Frontliner,15,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,7/09/2015,30,9/05/2016,15,0,,0,,,,,,,,,,,8,130,1,DD Dishonoured,26/08/2015,0,,,2,7/12/2002,7/08/2015,,,,0,,
1285961,45,Female,0,4/03/2016,Telefundraiser,14/05/2015,Telefundraiser,15,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,4/03/2016,26,9/05/2016,15,0,,0,,,,,,,,,,,128,3880,0,,,0,,,3,7/01/2003,19/06/2003,7/03/2016,,,0,,
1286061,68,Female,0,23/03/2016,Telefundraiser,28/04/2014,Telefundraiser,30,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,6/04/2016,30,9/05/2016,30,0,,0,,,,,,,,,,,155,2886,0,,,0,,,2,7/01/2003,7/03/2016,,,,0,,
1287856,35,Female,85000,26/11/2015,Telefundraiser,26/05/2010,Frontliner,26,MONTHLY GIVING,7/11/2015,Held,1,AQ-PHONE2015,,0,,0,0,,0,,,,,,,,,,,2,40,0,,,0,,,2,7/03/2003,7/11/2015,,,,0,,
1291564,40,Male,35400,27/11/2015,Saver,24/11/2015,Telefundraiser,10,MONTHLY GIVING,7/11/2015,Active,1,RN-AUTO2016S,10/02/2016,10,12/05/2016,10,1,1/12/2015,0,,,,,,,,,,,7,70,0,,,0,,,2,7/07/2003,7/11/2015,,,,0,,
1293499,31,Male,0,10/03/2016,Agency FR,17/07/2003,Frontliner,15,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-DDC2016,,0,,0,0,,0,,,,,,,,,,,0,0,0,,,0,,,2,7/09/2003,7/03/2016,,,,0,,
1296890,35,Male,56700,13/08/2015,Telefundraiser,28/11/2003,Frontliner,30,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,13/08/2015,30,9/05/2016,30,0,,0,,,,,,,,,,,115,956,0,,,0,,,2,1/01/2004,7/08/2015,,,,0,,
1298321,33,Female,28800,24/02/2016,Telefundraiser,15/01/2004,Frontliner,15,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,9/03/2016,30,7/04/2016,30,0,,0,,,,,,,,,,,2,60,0,,,0,,,2,7/03/2004,7/03/2016,,,,0,,
1300056,39,Male,47500,6/11/2015,Canvasser,13/02/2004,Frontliner,25,MONTHLY GIVING,7/11/2015,Terminated,0,AQ-DDC2015,25/11/2015,25,25/11/2015,25,0,,0,,,,,,,Cancel Recurring Donation,14/12/2015,,,2,45,0,,,0,,,2,12/03/2004,7/11/2015,,,,0,,
1303501,47,Male,60000,7/08/2015,Telefundraiser,4/12/2013,Telefundraiser,10,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,7/08/2015,26,9/05/2016,10,0,,0,,,,,,,,,,,20,576,0,,,0,,,2,25/10/2005,7/08/2015,,,,1,asked to lower to $10pm,
1306910,33,Male,85000,12/05/2016,Saver,21/12/2015,Saver,10,MONTHLY GIVING,7/11/2015,Active,1,RN-AUTO2016S,18/11/2015,40,11/05/2016,40,1,21/12/2015,0,,,,,,,,,,,10,220,0,,,0,,,2,7/12/2004,7/11/2015,,,,0,,
1307069,57,Female,60000,16/03/2016,Telefundraiser,23/10/2004,Frontliner,26,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,30/03/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,35,494,0,,,0,,,2,7/12/2004,7/03/2016,,,,0,,
1307079,41,Female,0,14/03/2016,Telefundraiser,1/08/2013,Telefundraiser,10,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016L,14/03/2016,10,10/05/2016,10,0,,0,TM-Not Interested,UTM1605,17/05/2016,,,,,,,,53,782,0,,,0,,,2,7/12/2004,7/03/2016,,,,0,,
1307890,40,Female,55000,23/02/2016,Canvasser,19/11/2004,Frontliner,35,MONTHLY GIVING,7/03/2016,Active,1,AQ-DDC2016,9/05/2016,35,9/05/2016,35,0,,0,,,,,,,Cancel Recurring Donation,11/06/2015,,,40,1230,1,DD Dishonoured,8/06/2015,0,,,2,7/01/2005,7/03/2016,,,,0,,
1307992,72,Female,52000,14/03/2016,Telefundraiser,23/07/2015,Telefundraiser,8,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016L,8/06/2015,40,11/04/2016,25,0,,0,,,,,,,,,,,37,1100,0,,,0,,,2,7/01/2005,7/03/2016,,,,0,,
1310070,34,Male,22500,28/07/2015,Canvasser,21/12/2004,Frontliner,35,MONTHLY GIVING,7/08/2015,Terminated,0,AQ-DDC2015,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,14/08/2015,,,42,320,1,DD Dishonoured,12/08/2015,0,,,2,7/02/2005,7/08/2015,,,,0,,
1310188,54,Female,28800,12/11/2015,Telefundraiser,29/01/2015,Saver,42,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015; RN-AUTO2016,8/06/2015,25,9/05/2016,26,0,,0,TM-Not Interested,UTM1511,25/11/2015,,,,Cancel Recurring Donation,8/01/2016,,,40,1213,0,,,0,,,2,7/05/2013,7/11/2015,,,,0,,
1310328,47,Female,0,30/03/2016,Saver,9/03/2016,Telefundraiser,20,MONTHLY GIVING,7/03/2016,Terminated,0,RN-AUTO2016S,23/03/2016,40,23/03/2016,40,1,30/03/2016,0,,,,,,,,,,,40,440,0,,,0,,,2,7/02/2005,7/03/2016,,,,0,,
1312023,44,Female,0,25/02/2016,Canvasser,8/02/2005,Frontliner,30,MONTHLY GIVING,7/03/2016,Active,1,AQ-DDC2016,25/02/2016,30,9/05/2016,30,0,,0,,,,,,,,,,,16,480,0,,,0,,,2,25/02/2005,7/03/2016,,,,0,,
1312294,33,Female,0,1/03/2016,Telefundraiser,11/02/2005,Frontliner,50,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,15/04/2016,50,13/05/2016,50,0,,0,,,,,,,,,,,8,250,0,,,0,,,2,7/04/2005,7/03/2016,,,,0,,
1312761,36,Female,37500,17/03/2016,Canvasser,23/02/2005,Frontliner,35,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-DDC2016,9/05/2016,35,9/05/2016,35,0,,0,,,,,,,,,,,1,35,0,,,0,,,2,7/05/2005,7/03/2016,,,,0,,
1314318,33,Female,0,10/03/2016,Canvasser,30/03/2005,Frontliner,35,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-DDC2016,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,17/03/2016,,,6,120,0,,,0,,,2,7/05/2005,7/03/2016,,,,0,,
1315811,50,Female,58600,9/03/2016,Telefundraiser,11/03/2013,Telefundraiser,10,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016L,9/03/2016,10,9/05/2016,10,0,,0,TM-Not Interested Financial,UTM1605,17/05/2016,,,,,,,,121,3416,0,,,0,,,2,7/06/2005,7/03/2016,,,,0,,
1315848,64,Male,74300,26/08/2015,Telefundraiser,25/09/2012,Telefundraiser,26,MONTHLY GIVING,7/08/2015,Held,1,AQ-PHONE2015,26/08/2015,26,9/05/2016,26,0,,0,,,,,,,,,,,101,1382,0,,,0,,,2,25/05/2005,7/08/2015,,,,0,,
1323077,33,Female,60000,10/12/2015,Saver,26/08/2015,Telefundraiser,15,MONTHLY GIVING,7/08/2015,Active,1,RN-AUTO2015S,26/08/2015,30,9/05/2016,15,1,10/12/2015,0,,,,,,,,,,,31,655,0,,,0,,,2,7/12/2005,7/08/2015,,,,0,,
1323644,32,Female,60000,,WEB,,,10,MONTHLY GIVING,7/03/2016,Active,1,AQ-WEB2016,7/04/2016,10,9/05/2016,10,0,,0,,,,,,,,,,,29,246,0,,,0,,,2,7/12/2005,7/03/2016,,,,0,,
1323705,29,Male,0,6/08/2015,Telefundraiser,2/11/2005,Frontliner,60,MONTHLY GIVING,7/08/2015,Terminated,0,AQ-PHONE2015,9/09/2015,60,9/09/2015,60,0,,0,,,,,,,Cancel Recurring Donation,10/09/2015,,,10,132,0,,,1,Ccard chargeback,12/08/2015,2,7/12/2005,7/08/2015,,,,0,,
1323767,62,Male,85000,21/08/2015,Telefundraiser,31/07/2012,Telefundraiser,26,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,21/08/2015,26,9/05/2016,26,0,,0,,,,,,,,,,,101,2825,0,,,0,,,2,25/11/2005,7/08/2015,,,,0,,
1323800,81,Female,52500,13/01/2016,Telefundraiser,10/08/2015,Telefundraiser,50,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,10/08/2015,60,10/05/2016,150,0,,0,,,,,,,,,,,39,1672,0,,,1,Ccard chargeback,7/09/2015,2,7/12/2005,7/08/2015,,,,0,,
1324027,69,Female,0,17/03/2016,Telefundraiser,9/11/2005,Frontliner,30,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,17/03/2016,30,9/05/2016,30,0,,0,,,,,,,,,,,62,1330,0,,,0,,,2,7/12/2005,7/03/2016,,,,0,,
1324142,45,Male,51700,18/11/2015,Saver,17/11/2015,Telefundraiser,6,MONTHLY GIVING,7/11/2015,Active,1,RN-AUTO2015S,2/12/2015,6,9/05/2016,6,1,7/11/2015,0,,,,,,,,,,,20,152,0,,,0,,,2,7/12/2005,7/11/2015,,,,0,,
1324714,43,Male,0,13/11/2015,Canvasser,24/11/2005,Frontliner,30,MONTHLY GIVING,7/11/2015,Terminated,0,AQ-DDC2015,2/12/2015,30,7/01/2016,30,0,,0,,,,,,,,,,,2,60,0,,,0,,,2,7/01/2006,7/11/2015,,,,0,,
1325074,36,Female,0,9/12/2015,Saver,25/11/2015,Telefundraiser,40,MONTHLY GIVING,7/11/2015,Terminated,0,RN-AUTO2015S,25/11/2015,40,7/03/2016,40,1,9/12/2015,0,,,,,,,Cancel Recurring Donation,9/03/2016,,,16,298,0,,,0,,,2,7/01/2006,7/11/2015,,,,0,,
1325898,0,Female,30200,11/08/2015,Telefundraiser,20/12/2005,Frontliner,26,MONTHLY GIVING,7/08/2015,Held,1,AQ-PHONE2015,,0,,0,0,,0,,,,,,,,,,,21,105,0,,,0,,,2,7/02/2006,7/08/2015,,,,0,,
1329565,37,Male,41700,12/11/2015,Canvasser,25/03/2006,Frontliner,10,MONTHLY GIVING,7/11/2015,Active,1,AQ-DDC2015,2/12/2015,35,9/05/2016,10,0,,0,,,,,,,,,,,17,245,0,,,0,,,2,7/05/2006,7/11/2015,,,,0,,
1332417,35,Female,51100,,WEB,,,30,MONTHLY GIVING,7/08/2015,Active,1,AQ-WEB2015,27/08/2015,30,9/05/2016,30,0,,0,,,,,,,,,,,51,830,0,,,0,,,2,25/05/2006,7/08/2015,,,,0,,
1333318,51,Female,0,9/03/2016,Telefundraiser,9/06/2006,Frontliner,10,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016S,,0,,0,0,,0,,,,,,,,,,,2,10,0,,,0,,,2,7/07/2006,7/03/2016,,,,0,,
1334375,0,Female,100000,24/11/2015,Telefundraiser,3/08/2015,Telefundraiser,65,MONTHLY GIVING,7/08/2015,Active,1,AQ-MDP2015; AQ-PHONE2015,3/08/2015,40,9/05/2016,65,0,,0,,,,,,,,,,,20,1340,0,,,0,,,2,25/10/2007,7/08/2015,,,,0,,
1334918,43,Female,32500,1/03/2016,Canvasser,31/07/2006,Canvasser,25,MONTHLY GIVING,7/03/2016,Active,1,AQ-DDC2016,16/03/2016,25,9/05/2016,25,0,,0,,,,,,,,,,,48,395,0,,,0,,,2,7/09/2006,7/03/2016,,,,0,,
1338959,25,Male,45000,18/11/2015,Telefundraiser,27/08/2015,Telefundraiser,32,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015; RN-AUTO2015,27/08/2015,26,10/05/2016,32,0,,1,TM-Yes,UTM1510,18/11/2015,,,,,,,,52,848,0,,,0,,,2,9/12/2006,7/08/2015,,,,0,,
1343684,42,Male,0,17/03/2016,Telefundraiser,27/01/2007,Frontliner,26,MONTHLY GIVING,7/03/2016,Terminated,0,RN-AUTO2016L,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,6/04/2016,,,75,940,1,DD Dishonoured,7/10/2014,0,,,2,7/03/2007,7/03/2016,,,,0,,
1344218,53,Male,67500,26/11/2015,Telefundraiser,8/02/2007,Canvasser,26,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015,26/11/2015,26,9/05/2016,26,0,,0,,UTM1603,21/03/2016,,,,,,,,14,438,0,,,0,,,2,25/02/2007,7/11/2015,,,,0,,
1344403,47,Female,0,24/03/2016,Telefundraiser,11/06/2013,Telefundraiser,26,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,24/03/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,100,3314,0,,,0,,,2,7/03/2007,7/03/2016,,,,0,,
1344538,52,Male,100000,,WEB,,,15,MONTHLY GIVING,7/08/2015,Active,1,AQ-WEB2015; RN-AUTO2016,27/08/2015,10,9/05/2016,10,0,,0,,UTM1512,31/12/2015,,,,,,,,56,560,0,,,0,,,2,25/03/2007,7/08/2015,,,,0,,
1345110,56,Female,45000,25/11/2015,Telefundraiser,15/03/2010,Telefundraiser,54,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015; RN-AUTO2016,25/11/2015,26,9/05/2016,26,0,,0,,UTM1601,20/01/2016,,,,,,,,27,570,0,,,0,,,2,7/04/2007,7/11/2015,,,,0,,
1345891,37,Female,0,24/03/2016,Telefundraiser,,,26,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,6/04/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,71,1588,0,,,0,,,2,25/03/2007,7/03/2016,,,,0,,
1346087,53,Male,0,18/05/2016,Telefundraiser,10/03/2016,Telefundraiser,20,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016; RN-AUTO2016L,30/03/2016,10,9/05/2016,10,0,,1,TM-Yes,UTM1605,18/05/2016,,,,,,,,103,2734,0,,,0,,,2,7/04/2007,7/03/2016,,,,0,,
1348265,77,Male,0,15/03/2016,Telefundraiser,25/10/2012,Telefundraiser,26,MONTHLY GIVING,7/03/2016,Held,1,AQ-PHONE2016,15/03/2016,26,9/05/2016,26,0,,0,,,,,,,,,,,33,594,0,,,0,,,2,7/05/2007,7/03/2016,,,,0,,
1348999,54,Female,90000,5/11/2015,Telefundraiser,24/04/2007,Canvasser,40,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015,25/11/2015,40,9/05/2016,40,0,,0,,,,,,,,,,,94,1330,0,,,0,,,2,7/06/2007,7/11/2015,,,,0,,
1352818,24,Female,100000,28/08/2015,Saver,25/08/2015,Telefundraiser,10,MONTHLY GIVING,7/08/2015,Held,1,RN-AUTO2015S,25/08/2015,26,9/05/2016,10,1,28/08/2015,0,,,,,,,,,,,8,96,0,,,0,,,1,7/08/2015,,,,,0,,
1353884,78,Male,18800,6/08/2015,Telefundraiser,,,26,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,19/08/2015,26,9/05/2016,26,0,,0,,,,,,,,,,,7,182,0,,,1,Ccard chargeback,12/08/2015,1,7/08/2015,,,,,0,,
1355070,53,Male,60000,15/03/2016,Telefundraiser,6/01/2015,Telefundraiser,30,MONTHLY GIVING,7/03/2016,Terminated,0,RN-AUTO2016L,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,23/03/2016,,,180,1845,0,,,0,,,3,7/10/2007,7/01/2015,7/03/2016,,,0,,
1357929,74,Male,39600,11/03/2016,Saver,3/03/2016,Canvasser,6,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016S,7/04/2016,6,9/05/2016,6,1,11/03/2016,0,,,,,,,,,,,8,48,0,,,0,,,2,30/11/2007,7/03/2016,,,,0,,
200033,61,Male,72700,10/08/2015,Telefundraiser,22/11/2007,Canvasser,30,MONTHLY GIVING,7/08/2015,Active,1,AQ-PHONE2015,26/08/2015,30,9/05/2016,30,0,,0,,UTM1603,21/03/2016,,,,,,,,23,550,0,,,0,,,2,7/01/2008,7/08/2015,,,,0,,
201905,26,Female,47500,20/11/2015,Saver,9/11/2015,Canvasser,17,MONTHLY GIVING,7/11/2015,Active,1,RN-AUTO2015S,7/03/2016,17,9/05/2016,17,1,20/11/2015,0,,,,,,,,,,,25,476,0,,,0,,,2,7/02/2008,7/11/2015,,,,0,,
202230,40,Male,0,9/03/2016,Telefundraiser,14/01/2008,Frontliner,16,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016; RN-AUTO2016,9/03/2016,26,9/05/2016,6,0,,0,,,,,,,Cancel Recurring Donation,11/06/2015,,,94,909,1,DD Dishonoured,8/06/2015,0,,,2,7/03/2008,7/03/2016,,,,0,,
202052,67,Female,59100,14/03/2016,Telefundraiser,15/01/2008,Canvasser,30,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,14/03/2016,30,9/05/2016,30,0,,0,,,,,,,,,,,43,984,0,,,0,,,2,7/03/2008,7/03/2016,,,,0,,
208098,27,Female,34200,15/03/2016,Telefundraiser,11/06/2012,Telefundraiser,30,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-PHONE2016,15/03/2016,30,7/04/2016,30,0,,0,,,,,,,Cancel Recurring Donation,19/04/2016,,,22,260,0,,,0,,,2,25/07/2008,7/03/2016,,,,0,,
208383,35,Female,41700,26/11/2015,Telefundraiser,4/07/2008,Frontliner,26,MONTHLY GIVING,7/11/2015,Active,1,AQ-PHONE2015,26/11/2015,26,9/05/2016,26,0,,0,,,,,,,,,,,47,746,0,,,0,,,2,25/07/2008,7/11/2015,,,,0,,
1366118,49,Male,66700,,WEB,,,50,MONTHLY GIVING,7/11/2015,Active,1,AQ-WEB2015,16/11/2015,50,9/05/2016,50,0,,0,,,,,,,,,,,13,650,0,,,0,,,1,7/11/2015,,,,,0,,
209190,27,Female,0,10/03/2016,Telefundraiser,21/07/2008,Canvasser,40,MONTHLY GIVING,7/03/2016,Active,1,AQ-PHONE2016,30/03/2016,60,9/05/2016,60,0,,0,,,,,,,,,,,5,260,0,,,0,,,2,7/09/2008,7/03/2016,,,,0,,
209291,40,Male,73800,,WEB,,,5,MONTHLY GIVING,7/11/2015,Active,1,AQ-WEB2015,30/10/2015,5,9/05/2016,5,0,,0,TM-No Conversation,UTM1602,15/03/2016,,,,,,,,36,410,0,,,0,,,2,7/09/2008,7/11/2015,,,,0,,
209629,44,Male,51100,29/07/2015,Telefundraiser,2/02/2009,Telefundraiser,26,MONTHLY GIVING,7/08/2015,Terminated,0,AQ-PHONE2015,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,21/08/2015,,,47,290,1,DD Dishonoured,19/08/2015,0,,,2,7/09/2008,7/08/2015,,,,0,,
210385,66,Male,27900,24/03/2016,Saver,1/03/2016,Canvasser,10,MONTHLY GIVING,7/03/2016,Active,1,RN-AUTO2016S,16/03/2016,25,9/05/2016,10,1,24/03/2016,0,,,,,,,,,,,9,105,0,,,0,,,2,7/10/2008,7/03/2016,,,,0,,
210451,42,Female,0,3/03/2016,Canvasser,20/08/2008,Canvasser,35,MONTHLY GIVING,7/03/2016,Terminated,0,AQ-DDC2016,,0,,0,0,,0,,,,,,,Cancel Recurring Donation,5/04/2016,,,2,30,0,,,0,,,2,7/10/2008,7/03/2016,,,,0,,
